timestamp,name,url,description,personality,body_type,coat_length
2025-12-15T10:03:11.956024,Breeds,https://cfa.org/breeds/,Description not found.,N/A,N/A,N/A
2025-12-15T10:03:13.192725,Breeds,https://cfa.org/breeds/,Description not found.,N/A,N/A,N/A
